ID,second_category,third_category,job,손재주,미적감각,소통,문서,운영관리,신체,판단력위기대응,전문지식기술,논리,디지털,status,정밀도유형
55,관리직(임원·부서장),금융·보험 관리자,보험관리자,0.0,0.5,3.3,4.1,3.8,0.3,4.1,2.7,3.1,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
56,관리직(임원·부서장),기업 고위임원,기업고위임원,0.0,2.8,4.1,4.5,5.0,0.5,5.0,2.5,3.6,2.8,"LLM추정(저신뢰,미검수)",실측
57,관리직(임원·부서장),마케팅·광고·홍보 관리자,마케팅·광고·홍보관리자,0.0,2.2,4.0,4.2,3.9,0.2,3.2,2.8,3.2,2.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
58,관리직(임원·부서장),미용·여행∙숙박·스포츠 관리자,여행·호텔관리자,0.0,1.2,4.1,3.3,3.8,1.1,3.3,1.9,2.3,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
59,관리직(임원·부서장),법률·경찰·소방·교도 관리자,경찰·소방·교도관리자,0.3,0.4,4.1,3.9,4.0,2.8,5.0,2.7,3.1,1.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
60,관리직(임원·부서장),보건·의료 관리자,보건·의료관리자,0.0,0.4,4.1,4.0,3.8,1.1,4.1,3.5,3.1,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
61,관리직(임원·부서장),사회복지 관리자,사회복지관리자,0.0,0.5,4.0,4.0,3.8,1.1,3.3,2.6,3.0,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
62,관리직(임원·부서장),연구 관리자,연구관리자,0.1,0.5,3.2,4.1,3.9,0.2,4.1,3.5,3.9,3.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
63,관리직(임원·부서장),영업·판매 관리자,영업·판매관리자,0.0,0.4,4.1,3.3,3.8,1.1,4.1,1.9,3.0,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
64,관리직(임원·부서장),예술·디자인·방송 관리자,예술·디자인·방송관리자,0.0,3.0,4.0,3.5,3.9,0.2,3.2,2.8,3.2,2.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
65,관리직(임원·부서장),운송 관리자,운송관리자,0.0,0.5,3.3,3.3,3.8,1.1,3.3,1.9,2.3,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
66,관리직(임원·부서장),음식서비스 관리자,음식서비스관리자,0.7,1.2,4.0,3.3,3.8,1.1,3.3,1.9,2.3,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
67,관리직(임원·부서장),의회의원·고위공무원 및 공공단체임원,행정부고위공무원,0.1,0.5,3.9,4.1,3.9,0.3,4.9,3.5,3.9,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
68,관리직(임원·부서장),전기·가스·수도 관리자,전기·가스·수도관리자,0.8,0.5,3.3,3.3,4.0,1.0,4.1,3.5,3.1,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
69,관리직(임원·부서장),정보통신 관리자,정보통신관리자,0.0,0.4,3.3,4.1,3.8,1.1,4.1,3.5,3.1,3.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
70,관리직(임원·부서장),정부행정 관리자,정부행정관리자,0.1,0.5,3.9,4.1,3.9,0.2,4.1,3.5,3.9,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
71,관리직(임원·부서장),제조·생산 관리자,제조·생산관리자,0.8,0.4,3.4,3.3,3.8,1.8,4.1,2.6,3.0,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
72,금융·보험직,보험 모집인 및 투자 권유 대행인,보험대리인 및 중개인,0.0,0.4,4.8,2.5,2.2,0.5,2.5,1.8,2.3,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
73,금융·보험직,보험 모집인 및 투자 권유 대행인,보험모집인,0.0,0.4,4.8,2.5,1.5,0.5,2.5,1.1,1.5,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
74,금융·보험직,보험 심사원 및 사무원,보험인수심사원(언더라이터),0.0,0.4,3.2,4.1,2.2,0.4,3.9,2.6,3.1,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
75,금융·보험직,보험 심사원 및 사무원,보험보상사무원,0.1,0.4,3.3,3.4,2.1,0.4,2.4,2.6,2.3,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
76,금융·보험직,보험·금융상품 개발자,보험상품개발자,0.1,0.5,3.2,4.2,3.1,0.2,3.3,3.5,3.9,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
77,금융·보험직,보험·금융상품 개발자,금융상품개발자,0.2,0.5,3.1,4.2,3.1,0.2,3.3,3.5,4.7,2.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
78,금융·보험직,손해사정사,손해사정사,0.1,0.5,3.1,4.2,2.2,0.3,3.9,3.5,3.2,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
79,금융·보험직,수금원 및 신용 추심원,신용추심원,0.0,0.4,4.1,2.5,2.2,0.5,3.2,1.8,2.3,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
80,금융·보험직,은행 사무원,은행사무원,0.0,0.4,3.4,3.3,2.2,0.5,2.5,1.8,2.3,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
81,금융·보험직,자산 운용가,자산운용가,0.1,0.4,3.2,3.4,2.2,0.3,3.9,3.5,4.6,3.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
82,금융·보험직,증권 사무원,증권사무원,0.0,0.4,2.5,3.4,2.1,0.4,3.2,2.6,3.1,3.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
83,금융·보험직,증권·외환 딜러,증권·외환딜러,0.0,0.3,3.3,2.5,2.2,0.4,4.7,2.6,3.8,3.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
84,금융·보험직,출납창구 사무원,출납창구사무원,0.1,0.4,3.3,2.5,1.4,0.4,1.5,1.2,1.5,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
85,금융·보험직,투자·신용 분석가,투자분석가,0.1,0.5,2.3,4.2,2.3,0.2,4.0,3.5,4.7,2.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
86,금융·보험직,투자·신용 분석가,신용분석가,0.1,0.5,2.4,4.2,2.1,0.2,3.1,3.5,4.6,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
