ID,second_category,third_category,job,손재주,미적감각,소통,문서,운영관리,신체,판단력위기대응,전문지식기술,논리,디지털,status,정밀도유형
11,예술·디자인·방송직,감독 및 기술감독,영화감독,0.8,4.5,4.0,2.5,3.8,1.9,4.0,2.8,3.2,1.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
12,예술·디자인·방송직,감독 및 기술감독,연극연출가,0.9,3.7,4.1,2.4,4.0,2.0,4.1,2.0,3.1,1.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
13,예술·디자인·방송직,감독 및 기술감독,광고영상감독,0.8,3.8,4.0,2.5,3.0,1.9,3.2,2.0,3.1,1.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
14,예술·디자인·방송직,감독 및 기술감독,연극영화방송기술감독,1.6,3.0,3.2,2.5,3.0,1.7,3.2,2.8,3.1,2.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
15,예술·디자인·방송직,공연·영화 및 음반 기획자,미디어콘텐츠창작자(크리에이터),0.9,3.7,3.0,2.5,1.4,1.0,2.3,1.2,2.3,3.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
16,예술·디자인·방송직,국악인 및 전통 예능인,국악인,2.0,4.0,1.9,1.1,0.5,3.0,1.5,2.0,2.2,0.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
17,예술·디자인·방송직,기자 및 언론 전문가,신문기자,0.0,2.6,3.0,5.0,1.5,1.3,2.7,1.1,2.9,2.3,"LLM추정(저신뢰,미검수)",실측
18,예술·디자인·방송직,기자 및 언론 전문가,방송기자,0.0,2.9,4.0,4.2,1.4,1.0,3.1,1.3,3.1,2.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
19,예술·디자인·방송직,기자 및 언론 전문가,잡지기자,0.0,2.9,3.2,4.2,1.4,1.0,3.0,1.2,3.1,2.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
20,예술·디자인·방송직,만화가 및 만화영화 작가,만화가,2.7,4.8,1.2,1.2,0.5,1.4,1.5,1.3,2.2,1.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
21,예술·디자인·방송직,만화가 및 만화영화 작가,만화영화작가(애니메이터),2.6,4.0,1.3,1.2,0.5,1.3,1.5,1.3,2.2,2.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
22,예술·디자인·방송직,무용가 및 안무가,무용가,0.0,5.0,2.4,0.8,0.6,3.8,2.4,1.3,2.9,0.0,"LLM추정(저신뢰,미검수)",실측
23,예술·디자인·방송직,무용가 및 안무가,안무가,1.6,4.8,2.8,2.2,1.3,2.9,2.9,2.0,3.7,0.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
24,예술·디자인·방송직,무용가 및 안무가,대중무용수,2.1,4.0,2.0,0.9,0.5,3.9,1.5,1.3,3.0,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
25,예술·디자인·방송직,미디어 콘텐츠 디자이너,웹디자이너,1.0,3.8,2.2,2.5,1.4,0.2,1.5,2.1,2.3,3.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
26,예술·디자인·방송직,미디어 콘텐츠 디자이너,게임그래픽디자이너,1.0,4.7,2.1,1.5,1.3,0.4,2.2,2.7,3.1,2.8,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
27,예술·디자인·방송직,미디어 콘텐츠 디자이너,영상그래픽디자이너,1.0,4.7,2.1,1.5,1.3,0.4,2.2,2.7,2.4,2.8,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
28,예술·디자인·방송직,미디어 콘텐츠 디자이너,UX·UI디자이너,0.9,3.0,3.0,2.5,1.4,0.1,2.3,2.1,3.1,3.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
29,예술·디자인·방송직,배우 및 모델,영화배우 및 탤런트,1.1,3.3,2.8,1.2,0.5,2.2,1.5,1.2,1.5,0.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
30,예술·디자인·방송직,배우 및 모델,모델,1.3,3.2,1.2,0.4,0.5,2.3,1.5,0.5,0.5,0.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
31,예술·디자인·방송직,배우 및 모델,연극 및 뮤지컬배우,1.1,4.0,3.5,1.2,0.5,2.2,2.3,1.9,2.2,0.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
32,예술·디자인·방송직,배우 및 모델,개그맨 및 코미디언,1.1,4.0,3.5,1.2,0.5,2.2,1.5,1.2,2.2,0.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
33,예술·디자인·방송직,배우 및 모델,성우,0.3,3.2,2.1,1.4,0.5,0.5,1.5,1.2,2.3,0.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
34,예술·디자인·방송직,번역가 및 통역가,번역가,0.2,2.4,1.5,4.2,1.4,0.1,1.5,2.9,3.3,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
35,예술·디자인·방송직,번역가 및 통역가,통역가,0.0,1.3,4.0,2.5,1.4,0.4,2.4,2.7,3.1,1.4,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
36,예술·디자인·방송직,사서 및 기록물 관리사,사서,0.8,1.3,2.4,3.4,1.3,0.3,2.3,2.0,2.4,3.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
37,예술·디자인·방송직,사서 및 기록물 관리사,기록물관리사,0.9,1.4,2.4,3.4,1.3,0.3,2.3,2.8,2.4,3.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
38,예술·디자인·방송직,사진작가 및 사진사,사진작가 및 사진사,2.0,4.1,1.9,1.2,1.3,1.3,1.5,2.1,3.0,1.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
39,예술·디자인·방송직,시각 디자이너,시각디자이너,1.9,4.0,2.0,1.5,1.2,0.4,1.5,2.0,2.3,2.6,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
40,예술·디자인·방송직,실내장식 디자이너,실내장식디자이너,1.6,4.0,2.9,2.4,1.3,1.1,2.2,2.0,3.1,1.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
41,예술·디자인·방송직,아나운서 및 리포터,아나운서,0.0,2.9,4.0,3.5,1.4,1.0,2.4,1.3,2.4,1.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
42,예술·디자인·방송직,아나운서 및 리포터,리포터,0.1,2.1,3.9,2.3,1.2,2.0,2.3,1.1,2.3,1.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
43,예술·디자인·방송직,연예인매니저 및 스포츠매니저,연예인매니저,0.0,1.1,4.1,2.5,2.9,1.2,3.3,1.1,2.3,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
44,예술·디자인·방송직,영상·녹화·편집 기사,영상·녹화 및 편집기사,2.6,3.3,2.0,1.5,1.2,1.1,1.5,2.0,3.0,2.6,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
45,예술·디자인·방송직,음향·녹음 기사,음향·녹음기사,2.8,2.2,2.1,1.4,1.3,1.2,1.5,2.0,2.2,2.6,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
46,예술·디자인·방송직,작가,소설가,0.1,4.0,1.5,4.6,0.5,0.4,1.5,1.3,2.4,1.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
47,예술·디자인·방송직,작가,영화시나리오작가,0.1,4.0,2.3,3.9,0.5,0.5,2.3,1.3,2.4,1.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
48,예술·디자인·방송직,작가,방송작가,0.0,2.9,3.3,4.2,1.4,0.3,2.3,1.3,2.4,2.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
49,예술·디자인·방송직,제품 디자이너,제품디자이너,2.6,3.9,2.0,2.4,1.3,0.9,2.3,2.1,3.0,2.8,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
50,예술·디자인·방송직,조명·영사 기사,조명기사,2.2,3.2,1.9,0.3,1.2,1.5,2.3,2.8,2.2,0.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
51,예술·디자인·방송직,"지휘자, 작곡가 및 연주가",지휘자,0.9,4.1,2.9,2.2,2.1,2.1,3.7,2.8,3.1,0.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
52,예술·디자인·방송직,"지휘자, 작곡가 및 연주가",작곡가,1.1,4.7,1.3,2.8,0.5,1.4,1.5,2.0,2.3,0.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
53,예술·디자인·방송직,"지휘자, 작곡가 및 연주가",연주가,2.9,3.9,1.9,0.9,0.5,3.1,1.5,2.0,2.2,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
54,예술·디자인·방송직,촬영 기사,촬영기사,2.0,4.1,1.9,0.5,1.2,1.4,2.2,2.8,2.3,1.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
55,예술·디자인·방송직,출판물 전문가,출판물기획자,0.0,2.2,3.2,4.2,3.0,0.2,3.1,2.0,3.2,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
56,예술·디자인·방송직,패션 디자이너,의상디자이너,2.7,4.1,1.9,1.2,1.2,1.3,1.5,2.1,3.0,1.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
57,예술·디자인·방송직,패션 디자이너,패션소품디자이너,2.6,4.1,1.9,1.3,1.2,1.4,1.5,1.3,3.0,0.8,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
58,예술·디자인·방송직,학예사 및 문화재 보존원,학예사,0.7,3.1,3.2,4.2,3.0,0.9,3.2,2.8,3.2,1.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
59,예술·디자인·방송직,학예사 및 문화재 보존원,문화재보존원,2.8,2.3,1.3,2.9,1.3,1.1,1.5,2.8,3.0,1.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
60,예술·디자인·방송직,화가 및 조각가,화가,1.2,5.0,0.6,1.1,2.1,2.5,2.4,1.1,2.6,0.0,"LLM추정(저신뢰,미검수)",실측
61,예술·디자인·방송직,화가 및 조각가,조각가,2.9,4.6,1.2,0.2,0.5,3.1,1.5,1.3,2.9,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
