ID,second_category,third_category,job,손재주,미적감각,소통,문서,운영관리,신체,판단력위기대응,전문지식기술,논리,디지털,status,정밀도유형
25,보건·의료직,전문 의사,성형외과의사,4.6,2.7,3.0,3.5,3.1,2.5,4.8,2.9,3.2,0.8,LLM추정,"보간(앵커거리기반,완만혼합)"
26,보건·의료직,전문 의사,산부인과의사,3.7,0.3,3.9,3.6,3.2,3.4,4.9,2.7,3.1,0.8,LLM추정,"보간(앵커거리기반,완만혼합)"
27,보건·의료직,전문 의사,이비인후과의사,2.6,0.3,4.1,3.8,3.1,2.3,4.2,2.6,3.1,1.1,LLM추정,"보간(앵커거리기반,완만혼합)"
28,보건·의료직,전문 의사,안과의사,3.5,0.4,3.1,3.8,3.3,1.5,4.1,3.6,3.2,1.8,LLM추정,"보간(앵커거리기반,완만혼합)"
29,보건·의료직,전문 의사,정신과의사,0.1,0.4,4.8,4.0,2.2,1.1,4.7,2.6,3.8,1.4,LLM추정,"보간(앵커거리기반,완만혼합)"
30,보건·의료직,전문 의사,소아청소년과의사,1.7,0.2,4.8,3.8,3.0,2.2,4.9,1.9,3.1,1.3,LLM추정,"보간(앵커거리기반,완만혼합)"
31,보건·의료직,전문 의사,방사선과의사,0.8,0.5,2.4,4.2,2.2,0.3,3.9,2.7,3.9,2.9,LLM추정,"보간(앵커거리기반,완만혼합)"
32,보건·의료직,전문 의사,마취병리과의사,2.9,0.2,2.4,3.7,3.2,2.4,4.8,2.7,3.1,1.7,LLM추정,"보간(앵커거리기반,완만혼합)"
33,보건·의료직,전문 의사,비뇨기과의사,2.5,0.4,3.2,4.0,3.1,1.4,4.0,2.7,3.1,1.2,LLM추정,"보간(앵커거리기반,완만혼합)"
34,보건·의료직,전문 의사,피부과의사,2.5,2.2,3.9,4.2,3.1,0.9,4.0,2.9,3.3,1.3,LLM추정,"보간(앵커거리기반,완만혼합)"
35,보건·의료직,전문 의사,가정의학과의사,0.8,0.3,4.8,4.0,2.9,1.9,4.0,1.8,3.0,2.2,LLM추정,"보간(앵커거리기반,완만혼합)"
36,보건·의료직,치과 의사,치과의사,4.7,1.8,3.6,2.6,2.2,2.5,4.1,2.8,3.1,0.7,LLM추정,"보간(앵커거리기반,완만혼합)"
37,보건·의료직,치과기공사,치과기공사,5.0,3.5,0.5,0.7,0.9,1.2,3.5,2.9,2.7,0.0,원본앵커,실측
38,보건·의료직,치과위생사,치과위생사,3.8,0.3,3.0,2.0,1.4,1.5,2.5,2.0,2.3,1.0,LLM추정,"보간(앵커거리기반,완만혼합)"
39,보건·의료직,한의사,한의사,3.8,0.9,3.8,2.8,2.3,2.5,4.1,3.5,3.1,0.8,LLM추정,"보간(앵커거리기반,완만혼합)"
