ID,second_category,third_category,job,손재주,미적감각,소통,문서,운영관리,신체,판단력위기대응,전문지식기술,논리,디지털,status,정밀도유형
23,인문·사회과학 연구직,인문과학 연구원,언어학연구원,0.7,2.3,3.2,4.3,1.4,0.9,2.3,2.8,4.0,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
24,인문·사회과학 연구직,인문과학 연구원,교육학연구원,0.7,2.3,3.9,4.3,1.4,1.0,3.0,2.8,4.0,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
25,인문·사회과학 연구직,인문과학 연구원,심리학연구원,0.0,4.0,4.4,5.0,3.1,1.8,3.9,2.6,4.0,1.5,"LLM추정(저신뢰,미검수)",실측
26,자연·생명과학 연구직,농림어업 시험원,농림어업시험원,1.6,1.2,2.5,3.4,1.4,1.8,2.3,2.7,3.0,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
27,자연·생명과학 연구직,생명과학 시험원,생명과학시험원,0.9,0.5,1.5,2.5,1.4,0.2,2.4,3.5,3.1,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
28,자연·생명과학 연구직,생명과학 연구원,의학연구원,0.2,0.5,3.1,4.9,2.4,0.2,4.0,4.5,4.8,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
29,자연·생명과학 연구직,생명과학 연구원,약학연구원,0.2,0.5,2.3,5.0,2.2,0.2,3.2,4.5,4.7,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
30,자연·생명과학 연구직,생명과학 연구원,농학연구원,0.8,0.5,2.5,4.9,1.3,1.1,3.1,3.5,3.9,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
31,자연·생명과학 연구직,생명과학 연구원,수산학연구원,0.8,0.5,2.5,4.2,1.3,1.1,3.1,3.5,3.9,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
32,자연·생명과학 연구직,생명과학 연구원,임학 및 산림학연구원,1.5,1.3,2.4,4.2,1.3,1.7,2.4,3.5,4.0,1.4,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
33,자연·생명과학 연구직,생명과학 연구원,축산학 및 수의학연구원,0.8,0.5,2.4,4.2,1.3,1.0,3.2,3.5,3.9,1.4,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
34,자연·생명과학 연구직,자연과학 시험원,자연과학시험원,0.9,0.5,1.5,2.5,1.4,0.2,2.4,3.5,3.8,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
35,자연·생명과학 연구직,자연과학 연구원,물리학연구원,0.7,3.6,2.6,5.0,2.5,0.0,2.4,3.2,4.3,1.3,"LLM추정(저신뢰,미검수)",실측
36,자연·생명과학 연구직,자연과학 연구원,화학연구원,0.9,0.5,2.3,5.0,1.5,0.2,3.2,4.5,4.7,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
37,자연·생명과학 연구직,자연과학 연구원,수학 및 통계연구원,0.0,2.0,2.3,4.9,1.9,0.4,4.3,2.5,5.0,4.1,"LLM추정(저신뢰,미검수)",실측
38,자연·생명과학 연구직,자연과학 연구원,생물학연구원,0.8,0.5,2.4,4.9,1.3,0.3,3.2,3.5,4.7,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
39,자연·생명과학 연구직,자연과학 연구원,지질학연구원,0.8,0.5,2.5,4.2,1.3,1.1,3.1,3.5,3.9,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
40,자연·생명과학 연구직,자연과학 연구원,천문 및 기상학연구원,0.8,1.4,2.4,4.1,1.3,1.0,2.3,3.5,3.9,3.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
41,정보통신 연구개발직 및 공학기술직,기타 컴퓨터 전문가 및 소프트웨어 전문가,IT테스터 및 IT QA전문가,0.9,0.5,2.4,3.4,1.4,0.3,3.2,3.5,3.8,4.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
42,정보통신 연구개발직 및 공학기술직,네트워크 시스템 개발자,네트워크시스템개발자,1.6,1.5,2.3,3.4,1.4,0.1,2.3,2.8,3.2,3.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
43,정보통신 연구개발직 및 공학기술직,데이터 전문가,데이터베이스운영·관리자,0.9,1.5,2.3,3.4,2.1,0.1,2.3,2.8,3.2,3.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
44,정보통신 연구개발직 및 공학기술직,데이터 전문가,데이터분석가(빅데이터분석가),0.9,4.3,2.7,4.8,2.2,0.0,3.6,2.8,3.8,5.0,"LLM추정(저신뢰,미검수)",실측
45,정보통신 연구개발직 및 공학기술직,시스템 소프트웨어 개발자,시스템소프트웨어개발자,1.6,1.5,2.3,3.4,1.4,0.1,2.3,3.5,3.9,4.6,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
46,정보통신 연구개발직 및 공학기술직,웹 개발자,웹개발자,2.1,3.7,2.6,3.1,2.6,0.0,3.1,3.1,2.8,5.0,"LLM추정(저신뢰,미검수)",실측
47,정보통신 연구개발직 및 공학기술직,웹 개발자,웹기획자,0.9,2.9,3.1,3.3,2.1,0.9,3.1,2.0,3.1,3.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
48,정보통신 연구개발직 및 공학기술직,웹 운영자,웹운영자,0.9,2.3,2.3,2.5,1.4,0.1,2.3,2.1,2.4,3.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
49,정보통신 연구개발직 및 공학기술직,응용 소프트웨어 개발자,응용소프트웨어개발자,0.2,1.4,2.4,3.4,1.3,0.3,3.1,3.5,3.8,4.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
50,정보통신 연구개발직 및 공학기술직,응용 소프트웨어 개발자,가상현실전문가,1.6,3.0,2.3,3.4,1.4,0.1,2.3,2.8,3.1,3.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
51,정보통신 연구개발직 및 공학기술직,응용 소프트웨어 개발자,게임프로그래머,1.7,3.0,2.3,3.4,1.4,0.1,2.3,2.9,3.1,4.6,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
52,정보통신 연구개발직 및 공학기술직,응용 소프트웨어 개발자,모바일앱개발자,0.2,2.3,2.3,3.4,1.4,0.1,3.1,3.5,3.9,4.6,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
53,정보통신 연구개발직 및 공학기술직,정보보안 전문가,정보보안전문가,0.9,1.5,2.3,3.4,1.3,0.2,3.1,2.8,3.9,3.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
54,정보통신 연구개발직 및 공학기술직,정보시스템 운영자,정보시스템운영자,0.9,0.5,2.4,3.4,2.1,0.3,3.2,3.5,3.1,4.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
55,정보통신 연구개발직 및 공학기술직,정보시스템 운영자,네트워크관리자,1.6,1.5,2.3,2.5,2.1,0.1,2.3,2.8,3.1,3.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
56,정보통신 연구개발직 및 공학기술직,정보시스템 운영자,IT기술지원전문가,1.6,1.2,3.3,2.5,1.4,0.4,2.4,1.9,2.3,3.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
57,정보통신 연구개발직 및 공학기술직,컴퓨터 하드웨어 기술자 및 연구원,컴퓨터하드웨어기술자,2.5,1.4,2.4,3.4,1.3,1.0,2.3,2.8,3.1,3.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
58,정보통신 연구개발직 및 공학기술직,컴퓨터시스템 전문가,컴퓨터시스템설계 및 분석가,0.9,2.3,2.3,3.4,1.4,0.1,3.0,2.8,3.9,3.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
59,정보통신 연구개발직 및 공학기술직,컴퓨터시스템 전문가,정보통신컨설턴트 및 감리원,0.8,1.2,3.1,3.4,2.9,1.0,3.2,2.7,3.1,3.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
60,정보통신 연구개발직 및 공학기술직,통신·방송송출 장비 기사,통신장비기사,2.7,1.2,2.3,2.3,1.3,1.9,2.3,2.7,3.0,2.8,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
61,정보통신 연구개발직 및 공학기술직,통신·방송송출 장비 기사,방송송출장비기사,2.7,1.3,2.3,2.3,1.3,1.2,2.3,2.7,2.2,2.8,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
62,정보통신 연구개발직 및 공학기술직,통신공학 기술자 및 연구원,통신기기·장비기술자,1.6,0.5,2.4,4.1,1.4,0.2,3.1,3.5,3.1,3.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
63,정보통신 연구개발직 및 공학기술직,통신공학 기술자 및 연구원,통신기술개발자,1.6,1.5,2.3,3.4,1.4,0.1,2.3,3.5,3.9,3.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
64,정보통신 연구개발직 및 공학기술직,통신공학 기술자 및 연구원,통신망운영기술자,1.6,1.2,2.5,2.5,2.0,1.1,2.4,2.0,3.1,3.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
65,제조 연구개발직 및 공학기술직,가스·에너지공학 기술자 및 연구원,태양광발전연구 및 개발자,0.8,0.5,3.1,4.2,1.3,0.3,3.9,4.5,4.0,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
66,제조 연구개발직 및 공학기술직,가스·에너지공학 기술자 및 연구원,풍력발전연구 및 개발자,0.8,0.4,3.2,4.2,1.3,0.4,3.8,3.5,3.9,3.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
67,제조 연구개발직 및 공학기술직,가스·에너지공학 기술자 및 연구원,원자력공학기술자,0.9,1.3,2.3,3.4,2.1,0.9,3.1,3.5,3.9,3.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
68,제조 연구개발직 및 공학기술직,가스·에너지공학 시험원,가스·에너지시험원 및 진단전문가,1.8,1.2,2.3,2.5,2.1,1.8,2.3,2.7,3.0,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
69,제조 연구개발직 및 공학기술직,금속·재료공학 기술자 및 연구원,재료(금속)공학기술자,0.8,0.5,2.5,4.2,1.3,0.4,3.1,3.5,3.9,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
70,제조 연구개발직 및 공학기술직,금속·재료공학 시험원,금속·재료공학시험원,2.1,0.5,1.4,2.3,1.3,1.1,2.4,3.5,3.0,2.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
71,제조 연구개발직 및 공학기술직,기계·로봇공학 시험원,기계‧로봇공학시험원,1.6,0.5,1.5,2.5,1.3,1.0,2.4,3.5,3.2,3.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
72,제조 연구개발직 및 공학기술직,기계공학 기술자 및 연구원,건설기계공학기술자 및 연구원,0.8,0.5,2.5,4.2,1.3,0.4,3.1,3.5,3.9,3.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
73,제조 연구개발직 및 공학기술직,기계공학 기술자 및 연구원,플랜트기계공학기술자,0.9,0.5,2.3,4.1,2.3,0.2,4.0,3.6,4.0,3.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
74,제조 연구개발직 및 공학기술직,기계공학 기술자 및 연구원,항공공학기술자,0.9,0.5,3.1,4.2,1.5,0.2,4.0,4.5,4.7,3.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
75,제조 연구개발직 및 공학기술직,기계공학 기술자 및 연구원,자동차공학기술자,1.7,0.5,3.1,4.1,1.5,0.2,3.9,4.5,4.0,3.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
76,제조 연구개발직 및 공학기술직,기계공학 기술자 및 연구원,조선·해양공학기술자,0.9,0.5,2.3,4.1,2.3,0.2,4.0,3.6,4.0,3.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
77,제조 연구개발직 및 공학기술직,로봇공학 기술자 및 연구원,로봇공학기술자,1.6,2.3,2.3,3.4,1.4,0.8,2.3,3.5,3.9,3.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
78,제조 연구개발직 및 공학기술직,보건위생·환경 검사원,보건위생·환경검사원,1.8,0.4,2.5,2.5,1.4,1.2,2.4,3.5,3.0,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
79,제조 연구개발직 및 공학기술직,비파괴 검사원,비파괴검사원,2.8,1.5,2.0,2.3,1.3,1.0,2.4,2.8,3.8,2.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
80,제조 연구개발직 및 공학기술직,산업 안전원 및 위험 관리원,산업안전원 및 위험관리원,0.7,0.4,3.4,3.3,3.1,1.1,4.1,3.5,3.0,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
81,제조 연구개발직 및 공학기술직,산업 안전원 및 위험 관리원,위험관리원,0.0,0.5,3.3,4.1,3.1,0.3,4.8,2.7,3.8,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
82,제조 연구개발직 및 공학기술직,섬유공학 기술자 및 연구원,섬유공학기술자,1.6,2.3,2.3,3.5,1.4,0.9,2.3,2.8,3.2,2.4,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
83,제조 연구개발직 및 공학기술직,섬유공학 시험원,섬유공학시험원,1.8,0.5,1.5,2.5,1.4,0.3,2.3,2.8,2.3,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
84,제조 연구개발직 및 공학기술직,소방공학 기술자 및 연구원,소방공학기술자 및 연구원,1.6,1.0,3.4,3.3,2.0,2.1,4.0,2.5,3.0,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
85,제조 연구개발직 및 공학기술직,식품공학 기술자 및 연구원,식품공학기술자 및 연구원,0.8,0.5,2.5,4.2,1.3,0.4,3.1,3.5,3.2,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
86,제조 연구개발직 및 공학기술직,식품공학 시험원,식품공학시험원,2.1,0.5,1.4,2.3,1.3,0.4,2.4,2.8,2.3,1.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
87,제조 연구개발직 및 공학기술직,전기·전자공학 시험원,전기·전자공학시험원,1.6,0.5,1.5,2.5,1.3,1.0,2.4,3.5,3.2,3.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
88,제조 연구개발직 및 공학기술직,전기공학 기술자 및 연구원,전기기기·제품개발기술자 및 연구원,0.9,0.5,2.3,4.1,1.3,0.3,3.2,4.5,3.9,3.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
89,제조 연구개발직 및 공학기술직,전기공학 기술자 및 연구원,전기계측제어기술자,1.6,0.5,2.4,3.4,1.4,0.2,3.1,3.5,3.1,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
90,제조 연구개발직 및 공학기술직,전기공학 기술자 및 연구원,발전설비기술자,1.6,0.5,2.4,3.4,2.1,0.2,3.1,3.5,3.1,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
91,제조 연구개발직 및 공학기술직,전기공학 기술자 및 연구원,송·배전설비기술자,1.6,0.5,2.4,3.4,2.1,0.9,3.1,3.5,3.1,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
92,제조 연구개발직 및 공학기술직,전기공학 기술자 및 연구원,전기감리기술자,0.8,0.5,3.2,4.1,3.2,0.2,4.1,3.5,3.9,3.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
93,제조 연구개발직 및 공학기술직,전기공학 기술자 및 연구원,전기안전기술자,1.6,1.3,2.5,2.5,2.1,1.0,3.1,2.7,3.0,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
94,제조 연구개발직 및 공학기술직,전자공학 기술자 및 연구원,전자제품 및 부품 개발기술자,0.9,0.5,2.3,4.1,1.3,0.3,3.2,3.5,3.9,3.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
95,제조 연구개발직 및 공학기술직,전자공학 기술자 및 연구원,반도체공학기술자 및 연구원,1.0,0.5,2.3,4.2,1.5,0.1,4.0,4.5,4.7,3.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
96,제조 연구개발직 및 공학기술직,전자공학 기술자 및 연구원,전자계측제어기술자,1.6,0.5,2.5,3.4,1.3,0.4,3.2,3.5,3.1,3.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
97,제조 연구개발직 및 공학기술직,전자공학 기술자 및 연구원,디스플레이연구 및 개발자,0.9,0.5,2.3,4.1,1.4,0.2,3.9,4.5,3.9,3.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
98,제조 연구개발직 및 공학기술직,제도사,3D프린팅모델러,2.5,3.1,2.1,2.5,1.3,0.1,1.5,2.9,3.9,3.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
99,제조 연구개발직 및 공학기술직,제도사,제도사(캐드원),2.5,2.3,2.3,2.5,1.4,0.1,1.5,2.1,3.1,3.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
100,제조 연구개발직 및 공학기술직,화학공학 기술자 및 연구원,석유화학공학기술자 및 연구원,0.9,0.5,2.3,4.1,1.3,0.3,3.2,4.5,3.9,3.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
101,제조 연구개발직 및 공학기술직,화학공학 기술자 및 연구원,고무 및 플라스틱화학공학기술자 및 연구원,0.8,0.5,2.5,4.2,1.3,0.4,3.1,3.5,3.9,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
102,제조 연구개발직 및 공학기술직,화학공학 기술자 및 연구원,도료 및 농약품화학공학기술자 및 연구원,0.8,0.5,2.5,4.2,1.3,0.4,3.1,3.5,3.2,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
103,제조 연구개발직 및 공학기술직,화학공학 기술자 및 연구원,비누 및 화장품화학공학기술자 및 연구원,0.8,1.5,2.4,4.2,1.4,0.2,2.3,3.5,3.2,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
104,제조 연구개발직 및 공학기술직,화학공학 기술자 및 연구원,의약품공학기술자 및 연구원,0.9,0.5,2.3,4.1,1.4,0.2,3.9,4.5,3.9,3.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
105,제조 연구개발직 및 공학기술직,화학공학 시험원,화학공학시험원,0.9,0.5,1.5,2.5,1.4,0.2,2.4,3.5,3.1,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
106,제조 연구개발직 및 공학기술직,환경공학 기술자 및 연구원,대기환경기술자 및 연구원,0.8,0.5,2.4,4.2,1.4,0.2,3.1,3.5,3.9,1.4,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
107,제조 연구개발직 및 공학기술직,환경공학 기술자 및 연구원,수질환경기술자 및 연구원,0.8,0.5,2.5,4.2,1.3,0.4,3.1,3.5,3.9,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
108,제조 연구개발직 및 공학기술직,환경공학 기술자 및 연구원,폐기물처리기술자,1.6,1.3,2.5,2.5,2.1,1.0,2.4,2.0,3.0,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
109,제조 연구개발직 및 공학기술직,환경공학 기술자 및 연구원,환경영향평가원,0.1,0.5,3.1,4.2,1.4,0.3,3.1,3.5,3.9,1.4,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
110,제조 연구개발직 및 공학기술직,환경공학 기술자 및 연구원,소음진동기술자 및 연구원,0.9,1.3,2.5,2.5,1.4,1.1,2.3,2.7,3.0,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
111,제조 연구개발직 및 공학기술직,환경공학 기술자 및 연구원,토양환경기술자 및 연구원,0.8,0.5,2.5,4.2,1.3,1.1,3.1,3.5,3.2,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
112,제조 연구개발직 및 공학기술직,환경공학 시험원,환경시험원,1.8,0.4,2.5,2.5,1.4,1.2,2.4,3.5,3.0,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
