ID,second_category,third_category,job,손재주,미적감각,소통,문서,운영관리,신체,판단력위기대응,전문지식기술,논리,디지털,status,정밀도유형
48,식품 가공·생산직,곡물 가공제품 기계 조작원,곡물가공제품기계조작원,3.2,0.5,1.2,0.2,1.4,2.5,1.5,2.0,1.5,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
49,식품 가공·생산직,과실·채소 기계 조작원,과실·채소기계조작원,3.3,0.5,1.3,0.3,1.4,2.5,1.5,1.3,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
50,식품 가공·생산직,김치·밑반찬 제조 종사원,김치·밑반찬 제조종사원,3.3,0.5,1.3,0.3,1.4,2.5,1.5,1.3,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
51,식품 가공·생산직,떡 제조원,떡제조원,3.7,2.4,1.2,0.2,1.3,2.4,1.5,2.0,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
52,식품 가공·생산직,식품·담배 등급원,식품·담배등급원,2.4,0.5,1.2,0.2,1.3,1.5,2.4,2.7,3.0,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
53,식품 가공·생산직,육류·어패류·낙농품 가공기계 조작원,육류·어패류·낙농품가공기계조작원,3.2,0.5,1.2,0.2,1.4,3.2,1.5,2.0,1.5,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
54,식품 가공·생산직,음료 제조기계 조작원,음료제조기계조작원,3.3,0.5,1.3,0.3,1.4,2.5,1.5,1.3,1.5,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
55,식품 가공·생산직,정육원 및 도축원,정육원 및 도축원,4.0,0.5,1.3,0.3,1.4,3.9,1.5,1.3,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
56,식품 가공·생산직,제과·제빵원,제과·제빵원,3.8,3.1,1.1,0.2,1.3,2.3,2.3,2.8,2.2,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
57,식품 가공·생산직,제분·도정 기계 조작원,제분·도정기계조작원,3.2,0.5,1.2,0.2,1.4,3.2,1.5,2.0,1.5,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
58,인쇄·목재·공예 및 기타 설치·정비·생산직,가구 제조·수리원,가구제조·수리원,3.9,1.5,1.2,0.2,1.4,2.4,1.5,2.1,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
59,인쇄·목재·공예 및 기타 설치·정비·생산직,가구 조립원,가구조립원,3.3,0.5,1.3,0.3,1.4,3.2,1.5,1.3,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
60,인쇄·목재·공예 및 기타 설치·정비·생산직,간판 제작·설치원,간판제작·설치원,3.0,1.5,1.2,0.2,1.3,2.4,1.5,2.0,1.5,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
61,인쇄·목재·공예 및 기타 설치·정비·생산직,공예원,공예원,4.5,3.8,1.1,0.2,1.3,1.5,2.3,2.8,2.2,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
62,인쇄·목재·공예 및 기타 설치·정비·생산직,귀금속·보석 세공원,귀금속·보석세공원,4.5,3.8,1.1,0.2,1.3,1.5,2.3,3.5,2.2,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
63,인쇄·목재·공예 및 기타 설치·정비·생산직,목재 가공기계 조작원,목재가공기계조작원,3.2,0.5,1.2,0.2,1.4,2.5,1.5,2.0,1.5,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
64,인쇄·목재·공예 및 기타 설치·정비·생산직,사진 인화·현상기 조작원(사진수정 포함),사진인화·현상기조작원(사진수정 포함),2.1,1.5,1.2,0.5,1.2,1.3,1.5,2.0,1.5,1.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
65,인쇄·목재·공예 및 기타 설치·정비·생산직,악기 제조원 및 조율사,악기제조원 및 조율사,4.5,3.8,1.1,0.2,1.3,1.5,2.3,3.5,2.2,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
66,인쇄·목재·공예 및 기타 설치·정비·생산직,인쇄기계 조작원,인쇄기계조작원,3.2,0.5,1.2,0.2,1.4,2.5,1.5,2.0,1.5,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
67,인쇄·목재·공예 및 기타 설치·정비·생산직,종이제품 생산기계 조작원,종이제품생산기계조작원,2.4,0.5,1.2,0.2,1.3,2.4,1.5,1.3,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
68,인쇄·목재·공예 및 기타 설치·정비·생산직,주입·포장·상표부착기 및 기타 기계 조작원,주입·포장·상표부착기계조작원,2.4,0.5,1.2,0.2,1.3,2.4,1.5,1.3,2.3,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
69,인쇄·목재·공예 및 기타 설치·정비·생산직,펄프·종이 제조장치 조작원,펄프·종이제조장치조작원,2.2,0.5,1.3,1.3,1.4,2.2,2.4,2.7,2.3,1.6,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
70,전기·전자 설치·정비·생산직,가전제품 설치·수리원,가전제품설치·수리원,3.4,0.4,2.1,1.0,1.5,2.5,2.5,2.7,2.3,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
71,전기·전자 설치·정비·생산직,내선 전기공,내선전기공,4.1,0.5,1.3,0.2,1.5,3.3,2.5,3.5,2.3,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
72,전기·전자 설치·정비·생산직,발전·배전 장치 조작원,발전·배전장치조작원,3.4,0.4,1.4,0.3,1.5,2.5,4.0,3.5,3.0,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
73,전기·전자 설치·정비·생산직,사무용 전자기기 설치·수리원,사무용 전자기기설치·수리원,3.2,0.3,2.2,1.1,1.3,2.5,2.5,2.7,2.3,1.6,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
74,전기·전자 설치·정비·생산직,산업 전기공,산업전기공,4.1,0.4,1.4,1.0,1.5,3.3,3.3,3.5,2.3,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
75,전기·전자 설치·정비·생산직,외선 전기공,외선전기공,4.1,0.4,1.4,0.3,1.5,4.0,3.3,3.5,2.3,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
76,전기·전자 설치·정비·생산직,전기 부품·제품 생산기계 조작원,전기부품·제품생산기계조작원,3.2,0.5,1.2,0.2,1.4,2.5,1.5,2.8,1.5,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
77,전기·전자 설치·정비·생산직,전기·전자 부품·제품 조립원,전기·전자부품·제품조립원,3.1,0.5,1.2,0.2,1.3,1.5,1.5,2.0,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
78,전기·전자 설치·정비·생산직,전기·전자 설비 조작원,전기·전자설비조작원,3.4,0.4,1.4,0.3,1.5,2.5,3.3,3.5,3.0,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
79,전기·전자 설치·정비·생산직,전자 부품·제품 생산기계 조작원,전자부품·제품생산기계조작원,3.2,0.5,1.2,0.2,1.4,2.5,1.5,2.8,2.3,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
80,정보통신 설치·정비직,방송·통신·인터넷 케이블 설치·수리원,방송·통신·인터넷케이블 설치·수리원,3.3,0.5,2.1,0.3,1.4,3.3,2.5,2.7,2.3,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
81,정보통신 설치·정비직,방송장비 설치·수리원,방송장비설치·수리원,3.1,0.5,2.1,0.4,1.4,2.3,2.5,3.5,2.3,2.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
82,정보통신 설치·정비직,이동전화기 수리원,이동전화기수리원,3.0,0.5,2.2,0.5,1.4,1.4,2.4,2.8,2.3,2.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
83,정보통신 설치·정비직,컴퓨터 설치·수리원,컴퓨터설치·수리원,1.8,0.4,2.4,1.5,1.4,1.2,2.5,3.5,3.1,3.8,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
84,정보통신 설치·정비직,통신장비 설치·수리원,통신장비설치·수리원,3.1,0.5,2.1,0.4,1.4,2.3,2.5,3.5,3.0,2.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
85,화학·환경 설치·정비·생산직,고무·플라스틱 제품 조립원,고무·플라스틱 제품 조립원,2.4,0.5,1.2,0.2,1.3,2.4,1.5,1.3,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
86,화학·환경 설치·정비·생산직,상·하수도 처리장치 조작원,상·하수도처리장치조작원,2.4,0.3,1.5,1.2,1.4,2.4,3.3,3.5,3.0,1.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
87,화학·환경 설치·정비·생산직,석유·천연가스 제조 제어장치 조작원,석유·천연가스제조제어장치조작원,2.1,0.5,1.5,1.5,1.3,1.9,3.9,3.5,3.8,2.9,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
88,화학·환경 설치·정비·생산직,재활용 처리장치·소각로 조작원,재활용 처리장치·소각로조작원,2.5,0.3,1.5,1.1,1.4,2.4,3.4,2.7,3.0,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
89,화학·환경 설치·정비·생산직,타이어·고무제품 생산기계 조작원,타이어·고무제품생산기계조작원,3.2,0.5,1.2,0.2,1.4,3.2,1.5,2.0,2.3,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
90,화학·환경 설치·정비·생산직,플라스틱제품 생산기계 조작원,플라스틱제품생산기계조작원,2.3,0.5,1.2,0.2,1.3,2.4,1.5,2.0,1.5,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
91,화학·환경 설치·정비·생산직,화학물 가공장치 조작원,화학물가공장치조작원,2.4,0.3,1.5,1.2,1.4,2.4,3.3,3.5,3.0,1.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
92,화학·환경 설치·정비·생산직,화학제품 생산기계 조작원(고무·플라스틱 제외),화학제품생산기계조작원(고무·플라스틱 제외),2.5,0.3,1.5,1.1,1.4,2.4,3.4,2.7,3.0,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
