ID,second_category,third_category,job,손재주,미적감각,소통,문서,운영관리,신체,판단력위기대응,전문지식기술,논리,디지털,status,정밀도유형
22,운전·운송직,기타 철도운송 종사원,신호원 및 수송원,1.7,1.0,2.5,2.4,1.4,2.0,3.2,1.8,2.3,2.1,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
23,운전·운송직,물품이동장비 조작원(크레인·호이스트·지게차),크레인·호이스트운전원,5.0,0.0,2.0,0.5,2.5,3.7,3.3,2.1,2.8,0.1,"LLM추정(저신뢰,미검수)",실측
24,운전·운송직,물품이동장비 조작원(크레인·호이스트·지게차),지게차운전원,4.1,0.4,1.4,1.0,1.5,3.3,2.5,2.0,3.0,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
25,운전·운송직,버스 운전원,버스운전원,3.3,1.1,2.9,1.0,2.3,3.5,2.5,1.3,3.0,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
26,운전·운송직,선박승무원 및 관련 종사원(선박객실 승무원 제외),선박기관사,3.3,1.0,2.3,1.9,3.1,3.5,3.4,2.8,3.8,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
27,운전·운송직,선박승무원 및 관련 종사원(선박객실 승무원 제외),선박갑판원,3.1,1.3,2.1,0.3,1.5,4.1,2.5,1.3,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
28,운전·운송직,"선장, 항해사 및 도선사",선장 및 항해사,2.0,1.2,3.2,3.1,4.1,3.0,4.9,2.9,4.6,1.8,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
29,운전·운송직,우편물 집배원,집배원,1.4,0.5,2.2,0.4,1.4,3.2,1.5,0.4,1.5,0.8,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
30,운전·운송직,철도·전동차 기관사,철도·전동차기관사,1.8,1.3,2.2,2.5,2.1,1.8,3.1,2.8,3.8,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
31,운전·운송직,택배원,택배원,1.5,0.5,2.1,0.3,1.4,4.0,1.5,0.5,1.5,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
32,운전·운송직,택시 운전원,택시운전원,3.3,1.2,2.7,1.0,2.1,2.5,1.5,1.2,3.0,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
33,운전·운송직,하역·적재 종사원,하역·적재종사원,3.3,0.5,1.3,0.3,1.4,3.9,1.5,1.3,1.5,0.0,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
34,운전·운송직,항공기 조종사,항공기조종사,3.0,1.1,3.1,3.0,3.2,3.1,4.9,3.5,4.6,2.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
35,운전·운송직,항공기 조종사,헬리콥터조종사,3.0,1.0,3.2,2.2,3.2,3.4,4.9,3.5,4.5,2.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
36,운전·운송직,화물차·특수차 운전원,화물차·특수차운전원,3.4,1.1,2.1,1.0,2.2,3.3,2.5,2.0,3.0,0.7,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
