ID,second_category,third_category,job,손재주,미적감각,소통,문서,운영관리,신체,판단력위기대응,전문지식기술,논리,디지털,status,정밀도유형
21,법률직,법률 사무원,법률사무원,0.1,0.5,3.2,4.2,1.3,0.4,2.4,2.7,3.1,2.3,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
22,법률직,법무사 및 집행관,법무사 및 집행관,0.1,0.5,3.1,4.2,1.4,0.3,3.1,3.5,3.2,1.4,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
23,법률직,변리사,변리사,0.2,0.5,3.1,4.9,2.4,0.2,4.0,4.5,4.8,1.4,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
24,법률직,변호사,변호사,0.1,0.5,3.9,4.9,2.5,0.2,4.8,4.5,4.7,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
25,법률직,판사 및 검사,판사,0.2,0.5,3.1,4.9,2.4,0.2,4.7,4.5,4.8,1.4,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
26,법률직,판사 및 검사,검사,0.1,0.5,3.9,4.9,2.5,0.2,4.8,4.5,4.7,2.2,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
27,사회복지·종교직,기타 사회복지 종사원,생활지도원,0.0,0.4,4.1,2.5,1.4,1.2,2.5,1.9,2.3,0.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
28,사회복지·종교직,보육교사,보육교사,0.0,1.2,4.8,2.5,1.4,1.2,2.5,1.9,2.3,0.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
29,사회복지·종교직,사회복지사,사회복지사,0.0,0.3,4.8,3.3,2.2,1.2,3.2,2.5,3.0,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
30,사회복지·종교직,상담 전문가,심리상담전문가,0.0,0.4,4.8,3.4,1.4,0.4,4.0,3.5,3.9,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
31,사회복지·종교직,시민단체 활동가,사회단체활동가,0.0,0.3,4.8,3.3,2.2,1.2,3.2,1.8,3.0,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
32,사회복지·종교직,직업상담사,직업상담사,0.1,0.4,4.0,3.4,1.4,0.4,3.1,2.6,3.0,1.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
33,사회복지·종교직,청소년 지도사,청소년지도사,0.0,1.2,4.8,2.5,1.4,1.2,2.5,1.9,2.3,0.5,"LLM추정(저신뢰,미검수)","보간(앵커거리기반,완만혼합)"
